web_scraper_order,web_scraper_start_url,container_url,type habits,prix,adresse,image_lien
"1766799510-224","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-costume-pour-enfants-5528024","Ensemble costume pour enfants","35 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5528024_uploaded_image1_1758018544.jpg)
background-image:url(https://images.coinafrique.com/thumb_5528024_uploaded_image2_1758018545.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5528024_uploaded_image3_1758018545.jpeg)"
"1766799523-225","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-debadeur-enfants-5524248","Ensemble dêbadeur enfants","2 500 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5524248_uploaded_image1_1757797576.jpg)
background-image:url(https://images.coinafrique.com/thumb_5524248_uploaded_image2_1757797577.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5524248_uploaded_image3_1757797577.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5524248_uploaded_image4_1757797577.jpeg)"
"1766799535-226","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/short-enfants-5532259","Short enfants","6 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5532259_uploaded_image1_1758207295.jpg)
background-image:url(https://images.coinafrique.com/thumb_5532259_uploaded_image2_1758207295.jpeg)"
"1766799547-227","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-5532277","Pantalon pour enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5532277_uploaded_image1_1758207853.jpg)
background-image:url(https://images.coinafrique.com/thumb_5532277_uploaded_image2_1758207853.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532277_uploaded_image3_1758207853.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532277_uploaded_image4_1758207853.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532277_uploaded_image5_1758207853.jpeg)"
"1766799559-228","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-5532267","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5532267_uploaded_image1_1758207469.jpg)
background-image:url(https://images.coinafrique.com/thumb_5532267_uploaded_image2_1758207470.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532267_uploaded_image3_1758207470.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532267_uploaded_image4_1758207470.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532267_uploaded_image5_1758207470.jpeg)"
"1766799582-229","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-5532289","Lacoste coton pour enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image1_1758208206.jpg)
background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image2_1758208207.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image3_1758208207.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image4_1758208207.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image5_1758208207.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5532289_uploaded_image6_1758208207.jpeg)"
"1766799595-230","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-coton-pour-enfants-de-3ans-a-16ans-5549305","Lacoste coton pour enfants de 3ans à 16ans","3 500 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5549305_uploaded_image1_1759186714.jpg)
background-image:url(https://images.coinafrique.com/thumb_5549305_uploaded_image2_1759186714.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5549305_uploaded_image3_1759186714.jpeg)"
"1766799651-231","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/emsemble-coton-pour-enfants-5636847","Emsemble coton pour enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5636847_uploaded_image1_1763913261.jpg)
background-image:url(https://images.coinafrique.com/thumb_5636847_uploaded_image2_1763913267.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636847_uploaded_image3_1763913267.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636847_uploaded_image4_1763913267.jpeg)"
"1766799661-232","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/pantalon-pour-enfants-original-5636849","Pantalon pour enfants original","8 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image1_1763913455.jpg)
background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image2_1763913455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image3_1763913455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image4_1763913455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image5_1763913455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5636849_uploaded_image6_1763913455.jpeg)"
"1766799674-233","https://sn.coinafrique.com/categorie/vetements-enfants?page=1","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfants-original-5688318","Blouson pour enfants original","8 500 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image1_1766596541.jpg)
background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image2_1766596541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image3_1766596541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image4_1766596541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image5_1766596541.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5688318_uploaded_image6_1766596541.jpeg)"
